transaction_time,merch,cat_id,amount,name_1,name_2,gender,street,one_city,us_state,post_code,lat,lon,population_city,jobs,merchant_lat,merchant_lon,target
2019-01-01 11:30,fraud_Bogisich Inc,grocery_pos,138.46,Megan,Murphy,F,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,40.11124,-98.256852,0
2019-07-16 14:56,"fraud_McCullough, Hudson and Schuster",food_dining,34.56,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",38.973251,-89.352991,0
2019-05-30 14:41,fraud_Terry Ltd,home,31.08,Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,35.516416,-90.98375,0
2019-04-07 17:33,fraud_Windler LLC,kids_pets,70.25,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,39.971355,-89.323276,0
2019-08-31 03:57,fraud_Macejkovic-Lesch,shopping_pos,2.16,Juan,Henry,M,9795 Lori Island Suite 346,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,49.393386,-108.635118,0
2019-02-11 15:00,fraud_Fisher-Schowalter,shopping_net,5.04,Jennifer,Gonzalez,F,5517 Stacy Land,Jelm,WY,82063,41.0539,-106.0763,100,Public librarian,41.31553,-105.596727,0
2020-02-06 01:55,fraud_Bruen-Yost,misc_pos,8.41,Steven,Castaneda,M,46809 Toni Flat Suite 216,Lamy,NM,87540,35.4311,-105.9409,923,Public relations account executive,36.143542,-105.464396,0
2019-06-22 04:25,fraud_Abshire PLC,entertainment,147.37,Jodi,Foster,F,551 Zachary Freeway,Bailey,NC,27807,35.8072,-78.0892,6629,Call centre manager,35.21464,-78.414078,0
2019-12-21 17:48,fraud_Heathcote LLC,shopping_net,418.3,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,43.631931,-72.238555,0
2019-08-05 12:36,fraud_Fadel Inc,health_fitness,64.78,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,33.85752,-112.045966,0
2019-10-12 04:23,fraud_Prohaska-Murray,gas_transport,85.76,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",38.609141,-87.882451,0
2019-10-16 10:32,fraud_Kemmer-Reinger,grocery_net,25.78,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,29.015984,-84.078996,0
2020-01-28 15:31,"fraud_Koss, McLaughlin and Mayer",food_dining,115.15,Lawrence,Davis,M,7421 Serrano Lane Apt. 580,Powell,TN,37849,36.0435,-84.04,25459,"Teacher, special educational needs",36.312623,-83.549956,0
2019-06-10 07:14,"fraud_Heller, Gutmann and Zieme",grocery_pos,204.34,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",36.041882,-84.402963,0
2019-12-08 08:45,fraud_Cummings LLC,gas_transport,59.83,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,40.144588,-89.183057,0
2019-01-14 06:23,fraud_Boyer-Reichert,shopping_net,1.39,Lawrence,Davis,M,7421 Serrano Lane Apt. 580,Powell,TN,37849,36.0435,-84.04,25459,"Teacher, special educational needs",36.260604,-83.838172,0
2019-02-09 12:25,fraud_Crona and Sons,kids_pets,18.29,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,41.945228,-79.753613,0
2020-02-19 15:09,fraud_Carroll PLC,health_fitness,75.23,Michael,Vargas,M,933 Martin Rapids,Desdemona,TX,76445,32.2819,-98.5673,407,Clothing/textile technologist,31.811581,-99.13385,0
2019-05-22 14:50,fraud_Collier LLC,home,79.43,William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",29.294624,-98.695493,0
2019-02-03 12:17,"fraud_Metz, Russel and Metz",kids_pets,37.72,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,29.666474,-94.177224,0
2019-09-11 07:58,fraud_Prohaska-Murray,gas_transport,76.69,Sarah,Cross,F,273 Phillip Throughway,Bigelow,MN,56117,43.5336,-95.6515,399,Economist,43.493692,-95.755966,0
2019-11-09 18:10,fraud_Stiedemann Ltd,food_dining,39.07,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,29.171971,-97.564925,0
2019-05-06 13:22,fraud_Schimmel-Olson,kids_pets,14.82,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.276,26551,Paramedic,26.436969,-80.63278,0
2019-03-10 00:06,fraud_Friesen-Stamm,gas_transport,87.14,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",37.475311,-85.436161,0
2019-09-09 20:57,fraud_Stark-Batz,entertainment,26.64,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,31.546599,-97.686871,0
2019-09-15 11:59,fraud_Schmidt and Sons,shopping_net,14.77,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,44.524749,-68.585354,0
2019-08-16 18:22,fraud_Johns Inc,entertainment,75.79,David,Serrano,M,4739 Martin Common,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,38.384257,-82.881702,0
2019-07-25 20:38,fraud_Bednar Inc,travel,8.29,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,42.063423,-86.721323,0
2019-12-25 16:01,"fraud_Runte, Green and Emard",health_fitness,73.06,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,36.448315,-81.38168,0
2019-02-28 12:34,"fraud_Goyette, Howell and Collier",shopping_pos,4.16,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,44.017281,-72.810954,0
2020-01-09 16:29,fraud_Hammes-Beatty,kids_pets,122.7,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,45.281563,-87.954717,0
2019-03-10 07:25,fraud_Bogisich Inc,grocery_pos,235.4,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,27.03852,-82.32203,0
2019-04-14 18:57,"fraud_Larkin, Stracke and Greenfelder",entertainment,99.5,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,25.52609,-98.327746,0
2019-09-08 18:15,fraud_Schmeler-Howe,personal_care,182.99,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,43.66062,-77.397936,0
2019-06-06 01:44,fraud_Hackett-Lueilwitz,grocery_pos,139.42,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,35.301016,-99.097447,0
2019-08-27 00:19,fraud_Heidenreich PLC,grocery_pos,100.04,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795,Television/film/video producer,46.347663,-90.687899,0
2019-01-01 13:26,"fraud_Hartmann, Rowe and Hermann",travel,6.0,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",38.06693,-79.066949,0
2019-12-29 09:40,"fraud_Johnston, Nikolaus and Maggio",grocery_net,46.16,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",43.169122,-83.486247,0
2019-02-11 21:52,fraud_Waelchi Inc,kids_pets,5.2,Alex,White,M,874 Fred Knolls Apt. 609,Orient,NY,11957,41.1437,-72.2879,743,Video editor,41.18423,-72.866093,0
2020-02-24 11:19,fraud_Rowe-Vandervort,grocery_net,28.4,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,48.79743,-118.059281,0
2019-12-19 21:12,fraud_Connelly-Carter,home,107.24,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,32.623283,-81.68831,0
2019-07-07 20:05,fraud_Shanahan-Lehner,personal_care,16.35,Edward,Tapia,M,354 Gutierrez Gateway,Comfrey,MN,56019,44.1111,-94.9134,914,Health and safety adviser,44.450438,-94.846538,0
2020-03-01 10:27,fraud_Wiegand-Lowe,grocery_net,49.78,Debbie,Hughes,F,0182 Owens Burgs Suite 480,Diamond,OH,44412,41.0935,-81.0425,2644,"Engineer, biomedical",40.703292,-80.118065,0
2019-10-20 09:32,fraud_Schmitt Inc,gas_transport,68.81,Maria,Roy,F,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,41.917815,-72.493424,0
2019-08-10 23:13,fraud_McKenzie-Huels,food_dining,103.09,Catherine,Weber,F,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",43.782052,-78.079037,0
2019-02-20 14:42,"fraud_Feil, Hilpert and Koss",food_dining,31.58,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,37.892003,-103.685902,0
2019-04-14 02:43,"fraud_Hayes, Marquardt and Dibbert",misc_net,8.28,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,41.548155,-99.273971,0
2019-05-14 19:28,fraud_Kihn-Fritsch,food_dining,70.98,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,39.953863,-105.58508,0
2020-02-28 12:59,fraud_Parker-Kunde,personal_care,72.95,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,40.138507,-92.7503,0
2019-11-28 01:43,"fraud_Bahringer, Schoen and Corkery",shopping_pos,132.51,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,45.116889,-85.055183,0
2019-03-11 05:55,"fraud_Okuneva, Schneider and Rau",shopping_pos,1.35,Danielle,Walker,F,9824 Mitchell Run,Powell Butte,OR,97753,44.2415,-121.0113,2016,Local government officer,44.545329,-120.067571,0
2020-03-01 09:36,fraud_Kuhic Inc,grocery_pos,196.73,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,41.026818,-75.404868,0
2019-05-28 08:54,"fraud_Schaefer, McGlynn and Bosco",gas_transport,73.41,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,41.389477,-80.053077,0
2019-08-23 17:11,"fraud_Brown, Homenick and Lesch",health_fitness,32.75,Christopher,Carr,M,62931 Ralph Court,Lakeland,FL,33813,27.9611,-81.9398,237282,"Radiographer, therapeutic",28.906588,-81.359747,0
2019-09-11 02:03,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,47.26,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,35581,34.347,-87.7154,5778,"Engineer, aeronautical",33.850543,-87.669713,0
2020-02-17 06:26,fraud_Effertz LLC,entertainment,75.08,Bianca,Novak,F,0953 David Skyway,Cuthbert,GA,39840,31.7706,-84.7936,5726,Fitness centre manager,32.650087,-85.188333,0
2019-12-17 15:09,fraud_Fahey Inc,kids_pets,91.83,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,32.815439,-85.884505,0
2019-02-01 11:22,"fraud_Zieme, Bode and Dooley",gas_transport,61.35,Bryce,Joseph,M,148 Baker Field,Chester Heights,PA,19017,39.8839,-75.4669,348,Management consultant,40.275352,-76.28471,0
2019-08-26 13:46,fraud_Nolan-Williamson,kids_pets,44.13,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,40.441984,-77.818149,0
2019-05-02 20:20,"fraud_Roob, Conn and Tremblay",shopping_pos,2.46,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",37.046172,-85.712124,0
2019-08-11 16:24,fraud_Adams-Barrows,health_fitness,2.47,Renee,Walls,F,86542 Jessica Fords Apt. 706,Veedersburg,IN,47987,40.1186,-87.2602,4049,"Development worker, community",40.991193,-86.657484,0
2019-01-12 19:11,"fraud_Zboncak, Rowe and Murazik",shopping_net,610.58,Katherine,Tucker,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,28.544117,-82.15125,0
2019-09-15 21:43,"fraud_Medhurst, Cartwright and Ebert",personal_care,9.06,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,43.643889,-70.547614,0
2019-10-05 23:14,fraud_Ullrich Ltd,kids_pets,73.9,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,40.478039,-73.754989,0
2020-01-17 10:07,fraud_Kris-Padberg,shopping_pos,5.51,Jamie,Olson,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,37.016343,-82.600243,0
2019-12-26 03:53,fraud_Price Inc,shopping_net,3.86,Christopher,Horn,M,956 Sanchez Highway,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,37.954771,-83.290225,0
2019-07-20 20:07,fraud_Bashirian Group,shopping_net,1.26,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,43.032442,-104.211537,0
2019-08-09 17:07,fraud_Pollich LLC,home,90.04,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,36.705578,-79.016312,0
2020-03-03 10:20,"fraud_Schaefer, McGlynn and Bosco",gas_transport,59.69,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",39.869892,-110.124491,0
2019-11-12 08:52,fraud_Wolf Inc,grocery_pos,110.62,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,45.330748,-84.388984,0
2019-05-29 13:36,fraud_Kilback and Sons,entertainment,62.38,Tammy,Davis,F,77663 Colleen Freeway,Moundsville,WV,26041,39.9148,-80.731,16183,Physiotherapist,40.568917,-80.810225,0
2019-02-21 18:21,fraud_O'Connell-Ullrich,home,57.48,Jeremy,Jones,M,5758 Yates Center,Vinton,CA,96135,40.0235,-120.7986,128,Education administrator,40.051281,-121.702212,0
2019-10-29 23:28,fraud_Eichmann-Russel,misc_pos,2.94,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,47.915687,-112.813125,0
2019-04-29 16:56,fraud_Hudson-Grady,shopping_pos,136.21,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,48.102509,-117.612248,0
2019-12-09 17:54,fraud_Kertzmann LLC,health_fitness,76.06,Bryan,Pugh,M,6366 French Field,Margaretville,NY,12455,42.1852,-74.6178,1988,Environmental health practitioner,41.776399,-73.62234,0
2019-02-06 00:58,fraud_O'Keefe-Hudson,grocery_pos,62.51,Jeremy,Whitney,M,0371 Aimee Neck Suite 856,Sacramento,CA,95827,38.5662,-121.3286,757530,Magazine features editor,39.548671,-120.436954,0
2019-12-16 18:08,fraud_Schuppe-Schuppe,food_dining,15.19,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",38.097393,-87.955078,0
2019-10-26 11:59,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,791.48,Scott,Martin,M,7483 Navarro Flats,Freedom,WY,83120,43.0172,-111.0292,471,"Education officer, museum",43.688794,-110.188904,0
2019-08-16 13:48,fraud_Stark-Batz,entertainment,80.25,Lance,Wagner,M,6003 Brady Shoal Apt. 449,Irwinton,GA,31042,32.8088,-83.174,1841,Film/video editor,33.720909,-83.965241,0
2019-06-16 14:03,fraud_Denesik and Sons,shopping_pos,3.4,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",41.05539,-98.263475,0
2020-01-12 06:55,fraud_Huel-Langworth,misc_net,981.09,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,39.159478,-110.126923,0
2019-10-23 02:54,fraud_Sporer Inc,gas_transport,64.64,Lawrence,Ellis,M,1471 Alicia Flat Apt. 993,Springfield Gardens,NY,11413,40.6645,-73.7559,38912,Production manager,41.656061,-73.087417,0
2019-10-28 11:02,fraud_Parisian and Sons,gas_transport,69.58,Richard,Brown,M,17819 Jose Mount Suite 657,Heidelberg,MS,39439,31.882,-88.9981,4573,"Exhibitions officer, museum/gallery",32.228683,-89.869896,0
2019-01-16 22:45,fraud_Stiedemann Ltd,food_dining,121.0,Jennifer,Bishop,F,589 Matthew Brooks,Houston,TX,77026,29.7972,-95.3288,2906700,Animator,29.07205,-95.51696,0
2020-03-09 23:01,fraud_Schmidt-Larkin,home,17.84,Johnny,Bennett,M,321 Camacho Causeway,Boonton,NJ,7005,40.9115,-74.414,15269,"Psychologist, sport and exercise",41.255603,-73.498993,0
2019-10-21 10:52,"fraud_Rutherford, Homenick and Bergstrom",grocery_net,46.28,Omar,Gay,M,2161 Blankenship Freeway,West Hartford,VT,5084,43.7185,-72.4439,140,"Development worker, community",44.280016,-71.761172,0
2019-03-27 13:03,"fraud_Haley, Batz and Auer",health_fitness,22.37,Lisa,Clark,F,07943 Davis River,Grimesland,NC,27837,35.558,-77.2566,5903,Manufacturing systems engineer,34.699029,-77.694101,0
2019-03-07 20:03,fraud_Friesen Inc,shopping_pos,2.52,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,41.979692,-90.61776,0
2019-12-06 01:50,"fraud_Schaefer, McGlynn and Bosco",gas_transport,52.92,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,41.526047,-80.007295,0
2019-07-22 17:53,"fraud_Little, Gutmann and Lynch",shopping_net,105.9,Jacqueline,Caldwell,F,54220 April Union Suite 403,Riverview,MI,48193,42.1782,-83.2461,15623,Writer,43.155133,-82.582059,0
2020-02-11 13:40,"fraud_Durgan, Gislason and Spencer",home,80.05,Ryan,Joseph,M,8850 Jessica Center,Atlantic,VA,23303,37.9073,-75.5089,741,"Geologist, engineering",37.10125,-74.78896,0
2019-12-12 08:58,fraud_Emmerich-Luettgen,grocery_net,61.24,Lori,Rodriguez,F,12087 Michael Light,Creola,OH,45622,39.3543,-82.503,321,"Copywriter, advertising",38.820748,-82.847429,0
2019-11-18 18:15,fraud_Lynch-Wisozk,home,35.29,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,45.390554,-93.897267,0
2019-08-21 21:06,fraud_Quitzon-Goyette,home,78.4,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,34.822256,-102.104068,0
2019-10-07 17:24,fraud_Gottlieb Group,kids_pets,40.8,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,42.201607,-74.614666,0
2019-06-19 08:49,fraud_Beier-Hyatt,shopping_pos,5.62,Jeremy,Moore,M,574 Patricia Extensions,Lubbock,TX,79413,33.5466,-101.8871,254282,"Doctor, general practice",33.248558,-102.657811,0
2019-11-27 08:47,fraud_Pacocha-O'Reilly,grocery_pos,96.32,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196,-72.3001,477,Naval architect,43.651657,-71.305476,0
2019-04-28 12:02,"fraud_Koss, Hansen and Lueilwitz",home,90.54,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,28.845947,-82.871618,0
2019-07-29 06:23,fraud_Pouros-Conroy,shopping_pos,5.22,Frederick,Robinson,M,1125 Ray Track,Livonia,MI,48154,42.3958,-83.3772,96942,Horticultural consultant,43.017747,-82.71361,0
2019-08-27 20:41,"fraud_Parker, Nolan and Trantow",entertainment,212.57,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,45.093675,-92.81724,0
2019-08-25 07:32,"fraud_Schumm, Bauch and Ondricka",grocery_pos,217.08,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,39.279313,-85.359203,0
2019-07-21 18:44,"fraud_Daugherty, Pouros and Beahan",shopping_pos,19.38,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,40.498718,-73.525175,0
2019-03-05 04:52,"fraud_Monahan, Bogisich and Ledner",misc_pos,65.12,Juan,Taylor,M,7911 Campbell Crossing Apt. 725,Stoneham,MA,2180,42.4828,-71.0978,21437,Artist,43.389658,-71.908178,0
2019-12-05 17:40,fraud_Labadie LLC,personal_care,1.6,Steven,Johnson,M,7470 John Tunnel Suite 937,Aurora,CO,80014,39.6662,-104.835,389246,"Scientist, marine",39.288724,-105.514836,0
2019-02-10 22:20,"fraud_Hettinger, McCullough and Fay",home,18.65,Tammy,Maldonado,F,3312 Rachel Parks Suite 474,Stittville,NY,13469,43.2229,-75.2899,847,Systems analyst,43.882436,-74.471986,0
2019-01-26 01:58,"fraud_Raynor, Feest and Miller",gas_transport,52.58,Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,33.047225,-88.611221,0
2019-06-16 07:24,"fraud_Turner, Ruecker and Parisian",misc_pos,2.89,Bianca,Scott,F,9588 Cox Rapid Apt. 257,Atglen,PA,19310,39.9458,-75.9703,3066,Product manager,39.403039,-75.752959,0
2019-10-07 12:29,fraud_Bode-Rempel,kids_pets,44.85,Cheryl,Melton,F,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.366,-98.0054,1749,"Surveyor, mining",40.438972,-98.959089,0
2019-04-02 02:24,fraud_Hickle Group,shopping_pos,15.94,Jennifer,Conner,F,4655 David Island,Dublin,PA,18917,40.375,-75.2045,2158,Transport planner,39.386362,-75.253416,0
2020-02-02 22:26,"fraud_Kuhic, Bins and Pfeffer",shopping_net,306.67,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,38.910064,-86.025889,0
2019-08-21 09:37,"fraud_Reilly, Heaney and Cole",gas_transport,46.76,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",45.638607,-84.86187,0
2019-05-08 20:41,fraud_Little Ltd,kids_pets,45.67,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,32.158025,-95.213211,0
2019-10-18 15:20,fraud_Smith-Stokes,misc_pos,1021.41,Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,34.12182,-112.159491,0
2019-09-02 06:42,"fraud_Schaefer, Maggio and Daugherty",gas_transport,64.14,Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,33.952149,-89.548197,0
2019-12-03 17:49,fraud_Thompson-Gleason,health_fitness,48.23,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,29.921633,-83.663379,0
2020-01-19 07:56,fraud_Bins-Rice,gas_transport,40.7,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,40.739189,-77.36534,0
2019-10-03 22:05,fraud_Beer-Jast,kids_pets,62.41,Bryce,Joseph,M,148 Baker Field,Chester Heights,PA,19017,39.8839,-75.4669,348,Management consultant,39.55269,-76.286429,0
2019-03-01 03:06,fraud_Roob LLC,grocery_net,74.19,Shannon,Patterson,F,9808 Ellis Bypass,Mount Morris,NY,14510,42.6835,-77.8664,4895,Acupuncturist,42.542054,-77.827847,0
2020-02-14 11:20,fraud_Torp-Lemke,misc_pos,6.83,Terrance,Mckinney,M,42965 Christopher Fords Suite 659,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,34.370719,-93.660604,0
2020-02-02 20:53,"fraud_Schiller, Blanda and Johnson",home,16.96,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,39.305381,-89.416962,0
2019-11-07 19:33,fraud_Jacobi Inc,health_fitness,172.73,Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,38.162906,-93.825995,0
2019-11-16 15:05,fraud_Turner and Sons,shopping_pos,3.73,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),33.884783,-81.334605,0
2019-05-06 09:24,fraud_Harris Inc,gas_transport,39.62,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",35.691658,-91.639264,0
2019-04-28 16:55,fraud_Beier-Hyatt,shopping_pos,1.27,Kendra,King,F,154 Hernandez Keys,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,41.112748,-124.309181,0
2020-01-13 13:11,"fraud_Konopelski, Schneider and Hartmann",food_dining,70.98,James,Lynch,M,5155 Mary Common Apt. 927,Utica,PA,16362,41.4798,-79.9403,1102,Garment/textile technologist,42.347886,-79.341059,0
2019-10-11 22:04,"fraud_Runolfsdottir, Mueller and Hand",entertainment,25.24,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,37.26575,-80.906254,0
2019-11-09 11:55,fraud_Block Group,misc_pos,6.83,Kayla,Obrien,F,7921 Robert Port Suite 343,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,32.623068,-97.634675,0
2019-12-10 16:43,fraud_Wuckert-Goldner,home,38.44,Gregory,Wallace,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,25.983657,-81.463928,0
2019-09-14 21:13,"fraud_Wuckert, Wintheiser and Friesen",home,19.35,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,35.594445,-97.68878,0
2019-09-07 07:17,"fraud_Tillman, Dickinson and Labadie",gas_transport,68.97,Katherine,Pennington,F,73869 Connie Prairie,Vienna,GA,31092,32.0913,-83.7922,7420,Phytotherapist,31.181337,-83.917412,0
